application_id,customer_id,applied_at,credit_check_at,decision,decided_at,card_issued_at,requested_credit_limit,approved_credit_limit,created_at,updated_at
app_2sj95krk,cust_32iq920c,2024-10-22,2024-10-22,rejected,2024-10-22,,1000,,2024-10-22,2024-10-22
app_fn8hanha,cust_xw4nszp5,2024-01-16,2024-01-16,rejected,2024-01-16,,1000,,2024-01-16,2024-01-16
app_rgykofit,cust_jnspsktr,2022-06-04,2022-06-04,rejected,2022-06-04,,3000,,2022-06-04,2022-06-04
app_lrgh1myl,cust_63fl2aze,2022-10-17,2022-10-17,rejected,2022-10-18,,2000,,2022-10-17,2022-10-18
app_ucv0qqmq,cust_2p7rn3j0,2024-08-21,2024-08-21,approved,2024-08-21,2024-08-27,5000,500,2024-08-21,2024-08-21
app_bdpbl1fn,cust_4u6o3lpo,2024-07-15,2024-07-15,approved,2024-07-15,2024-07-22,2000,1000,2024-07-15,2024-07-15
app_nk41p8bd,cust_oj9bmay7,2022-11-13,2022-11-13,rejected,2022-11-13,,500,,2022-11-13,2022-11-13
app_gzpds1f9,cust_nkwstvs9,2024-09-07,2024-09-07,approved,2024-09-09,2024-09-13,5000,1500,2024-09-07,2024-09-09
app_mtc36j7l,cust_znb6g3qy,2024-12-27,2024-12-27,approved,2024-12-27,2025-01-02,1000,1500,2024-12-27,2024-12-27
app_aoshkc5p,cust_36de5jam,2024-11-20,2024-11-20,approved,2024-11-21,2024-11-26,2000,1500,2024-11-20,2024-11-21
app_dr54uthc,cust_mudcgv7m,2024-12-31,2024-12-31,rejected,2025-01-01,,3000,,2024-12-31,2025-01-01
app_mfs2efc0,cust_xq7xl886,2024-06-29,2024-06-29,rejected,2024-06-30,,1000,,2024-06-29,2024-06-30
app_uxuknaar,cust_3m5txcx7,2023-11-07,2023-11-07,approved,2023-11-08,2023-11-11,1500,2000,2023-11-07,2023-11-08
app_bjdaaseo,cust_ud30e47l,2024-09-02,2024-09-02,approved,2024-09-02,2024-09-09,2000,2000,2024-09-02,2024-09-02
app_yuo104s7,cust_7kp44rvg,2024-09-28,2024-09-28,approved,2024-09-29,2024-10-06,3000,1000,2024-09-28,2024-09-29
app_wbbmfsfk,cust_ax743vc2,2023-10-30,2023-10-31,approved,2023-11-01,2023-11-07,1000,2000,2023-10-30,2023-11-01
app_ofps00rz,cust_8qde12wu,2023-08-15,2023-08-15,rejected,2023-08-16,,1000,,2023-08-15,2023-08-16
app_nrenxq39,cust_0pgboph2,2023-03-15,2023-03-15,approved,2023-03-15,2023-03-19,1500,500,2023-03-15,2023-03-15
app_dgi89mta,cust_7u2aja7h,2022-03-17,2022-03-17,rejected,2022-03-17,,2000,,2022-03-17,2022-03-17
app_tpcoreh1,cust_riludqd6,2024-04-13,2024-04-13,approved,2024-04-14,2024-04-21,5000,1500,2024-04-13,2024-04-14
app_b6vz3061,cust_u5vgz38m,2022-08-17,2022-08-17,rejected,2022-08-18,,500,,2022-08-17,2022-08-18
app_t1cvgpxo,cust_vvbqevfp,2023-06-07,2023-06-07,approved,2023-06-07,2023-06-14,5000,1000,2023-06-07,2023-06-07
app_zdh0wc48,cust_kg2d7gg3,2024-03-13,2024-03-13,rejected,2024-03-13,,500,,2024-03-13,2024-03-13
app_l6xqria5,cust_jjo5okhf,2024-05-09,2024-05-09,rejected,2024-05-10,,2000,,2024-05-09,2024-05-10
app_widb5n6w,cust_acwf6pzi,2022-11-23,2022-11-23,approved,2022-11-23,2022-11-30,2000,1000,2022-11-23,2022-11-23
app_zvi1xu1m,cust_7lrc6g1h,2022-02-28,2022-02-28,approved,2022-02-28,2022-03-03,2000,1500,2022-02-28,2022-02-28
app_dzv28fhu,cust_fs4xrqlo,2024-05-18,2024-05-18,rejected,2024-05-19,,5000,,2024-05-18,2024-05-19
app_m86y7yfp,cust_ijphgknx,2024-05-03,2024-05-03,approved,2024-05-03,2024-05-07,1000,2000,2024-05-03,2024-05-03
app_azlso33p,cust_00lqrl9c,2024-12-12,2024-12-12,rejected,2024-12-12,,5000,,2024-12-12,2024-12-12
app_klrm0aey,cust_nzu6o2a2,2023-04-21,2023-04-21,rejected,2023-04-22,,1500,,2023-04-21,2023-04-22
app_uyh44qrc,cust_0swdug5l,2023-07-12,2023-07-12,approved,2023-07-12,2023-07-18,1500,500,2023-07-12,2023-07-12
app_36jkryy8,cust_fvfa2n1l,2023-02-20,2023-02-20,approved,2023-02-20,2023-02-26,2000,500,2023-02-20,2023-02-20
app_4nbbl1pd,cust_y7loejqp,2023-12-01,2023-12-01,approved,2023-12-02,2023-12-05,2000,2000,2023-12-01,2023-12-02
app_238zaswj,cust_9krqwb9s,2023-10-26,2023-10-26,rejected,2023-10-27,,500,,2023-10-26,2023-10-27
app_zpe1blhh,cust_h73yulss,2024-01-05,2024-01-05,approved,2024-01-05,2024-01-11,2000,1500,2024-01-05,2024-01-05
app_hcrcu71t,cust_wfrgn1f3,2022-11-04,2022-11-04,approved,2022-11-05,2022-11-08,1000,1000,2022-11-04,2022-11-05
app_2fvzs040,cust_z573vf80,2023-07-13,2023-07-13,approved,2023-07-14,2023-07-19,3000,1000,2023-07-13,2023-07-14
app_1yngmjnn,cust_3n0ssq98,2023-08-04,2023-08-04,rejected,2023-08-05,,2000,,2023-08-04,2023-08-05
app_u2rjw2j5,cust_y2x6mspz,2024-05-12,2024-05-12,approved,2024-05-13,2024-05-19,2000,1000,2024-05-12,2024-05-13
app_4phu4vfn,cust_tzidiao0,2023-07-13,2023-07-13,approved,2023-07-13,2023-07-19,3000,2000,2023-07-13,2023-07-13
app_0hbhc6ei,cust_h8v2wv3d,2022-12-11,2022-12-11,approved,2022-12-13,2022-12-17,2000,500,2022-12-11,2022-12-13
app_hlipv8z2,cust_nbwidfch,2024-04-14,2024-04-14,approved,2024-04-15,2024-04-22,1000,1000,2024-04-14,2024-04-15
app_dtxnt28y,cust_tcrgevpg,2022-08-21,2022-08-21,approved,2022-08-21,2022-08-24,2000,2000,2022-08-21,2022-08-21
app_pdgoticw,cust_xqwouyaa,2022-08-28,2022-08-28,rejected,2022-08-28,,2000,,2022-08-28,2022-08-28
app_n2wg6oa7,cust_5453gkli,2023-04-02,2023-04-02,approved,2023-04-02,2023-04-05,1500,500,2023-04-02,2023-04-02
app_n0hwcqf6,cust_lzkwe9cz,2024-08-05,2024-08-05,approved,2024-08-05,2024-08-10,2000,500,2024-08-05,2024-08-05
app_dm17802o,cust_jbi9za57,2023-03-04,2023-03-04,approved,2023-03-04,2023-03-10,1000,1500,2023-03-04,2023-03-04
app_re75f762,cust_exanvzgz,2023-05-14,2023-05-14,approved,2023-05-14,2023-05-21,1500,2000,2023-05-14,2023-05-14
app_p4a9t9sj,cust_mxbfhdqm,2023-09-17,2023-09-17,rejected,2023-09-18,,1000,,2023-09-17,2023-09-18
app_jxyzts1o,cust_yd1osep7,2024-04-27,2024-04-27,approved,2024-04-27,2024-05-04,3000,1500,2024-04-27,2024-04-27
app_oe0nedhn,cust_s51piagw,2023-09-06,2023-09-06,approved,2023-09-06,2023-09-09,1500,2000,2023-09-06,2023-09-06
app_ytujg9w1,cust_a8a2cs2c,2023-12-17,2023-12-17,approved,2023-12-18,2023-12-21,3000,500,2023-12-17,2023-12-18
app_qds0gy02,cust_fk7qirjq,2024-10-07,2024-10-07,rejected,2024-10-07,,1500,,2024-10-07,2024-10-07
app_l2iyxcoh,cust_qjkb7il6,2022-07-20,2022-07-20,rejected,2022-07-20,,5000,,2022-07-20,2022-07-20
app_8xdqhlq6,cust_i0tuey6e,2024-01-16,2024-01-16,approved,2024-01-16,2024-01-23,1000,500,2024-01-16,2024-01-16
app_l9lwaddx,cust_64tcwbbk,2024-04-18,2024-04-18,rejected,2024-04-18,,1000,,2024-04-18,2024-04-18
app_yu4x8tfu,cust_82zqyjm3,2024-07-04,2024-07-04,rejected,2024-07-04,,3000,,2024-07-04,2024-07-04
app_s9wbiuie,cust_d62jc0vl,2023-09-10,2023-09-10,approved,2023-09-11,2023-09-14,1000,1000,2023-09-10,2023-09-11
app_m8w6k9ca,cust_u6d143mo,2024-04-09,2024-04-09,rejected,2024-04-09,,5000,,2024-04-09,2024-04-09
app_y89yt413,cust_hazmiq5p,2022-11-05,2022-11-05,approved,2022-11-07,2022-11-11,2000,2000,2022-11-05,2022-11-07
app_kgkd1ag4,cust_vytsu2ms,2023-01-12,2023-01-12,approved,2023-01-12,2023-01-18,5000,1000,2023-01-12,2023-01-12
app_wgq124e5,cust_lntjyiul,2024-03-26,2024-03-26,rejected,2024-03-27,,1500,,2024-03-26,2024-03-27
app_k43sd75o,cust_txo2fi95,2023-05-14,2023-05-14,rejected,2023-05-15,,1500,,2023-05-14,2023-05-15
app_7khci1fd,cust_dpi2eyen,2023-02-23,2023-02-24,rejected,2023-02-24,,5000,,2023-02-23,2023-02-24
app_qclmn578,cust_o2tp5hqk,2023-07-02,2023-07-02,approved,2023-07-02,2023-07-08,500,1500,2023-07-02,2023-07-02
app_zv1fjsts,cust_wtk41ns6,2022-06-05,2022-06-05,rejected,2022-06-07,,5000,,2022-06-05,2022-06-07
app_rj8ir47f,cust_xgjngvsp,2023-06-25,2023-06-25,approved,2023-06-25,2023-07-02,500,2000,2023-06-25,2023-06-25
app_fl90v33f,cust_5nx3m4cl,2022-09-17,2022-09-17,approved,2022-09-18,2022-09-21,1500,1500,2022-09-17,2022-09-18
app_qlqa32pn,cust_fok80ty9,2022-12-21,2022-12-21,approved,2022-12-22,2022-12-27,5000,2000,2022-12-21,2022-12-22
app_kub0mah2,cust_wap0o0n5,2024-05-04,2024-05-04,approved,2024-05-04,2024-05-09,2000,2000,2024-05-04,2024-05-04
app_y1ejuoii,cust_22sr8wna,2022-06-30,2022-06-30,approved,2022-07-01,2022-07-04,1500,500,2022-06-30,2022-07-01
app_nbyiog6y,cust_6le9cb61,2023-02-18,2023-02-18,rejected,2023-02-18,,500,,2023-02-18,2023-02-18
app_qjfc7p7r,cust_28sie7co,2022-06-26,2022-06-26,rejected,2022-06-27,,1500,,2022-06-26,2022-06-27
app_qh53x2ek,cust_jar4gztp,2024-01-11,2024-01-11,approved,2024-01-11,2024-01-17,500,1000,2024-01-11,2024-01-11
app_t3z0jhet,cust_zvqlqp66,2024-11-23,2024-11-23,rejected,2024-11-24,,2000,,2024-11-23,2024-11-24
app_6jfn515c,cust_xvt3opqz,2022-07-27,2022-07-27,rejected,2022-07-27,,500,,2022-07-27,2022-07-27
app_wpyylm2t,cust_l13ici9p,2022-03-05,2022-03-05,approved,2022-03-06,2022-03-10,1500,1000,2022-03-05,2022-03-06
app_hykra3m6,cust_8pawhlq7,2022-02-14,2022-02-14,approved,2022-02-14,2022-02-17,1500,2000,2022-02-14,2022-02-14
app_fw3xfviz,cust_sefelx6s,2022-09-28,2022-09-28,approved,2022-09-29,2022-10-06,500,1000,2022-09-28,2022-09-29
app_2suffy7i,cust_vioifji1,2023-11-14,2023-11-14,rejected,2023-11-15,,500,,2023-11-14,2023-11-15
app_pxnekr51,cust_1l6r4u00,2022-11-19,2022-11-19,approved,2022-11-20,2022-11-25,2000,1000,2022-11-19,2022-11-20
app_8wu3jn6k,cust_3p24bx21,2022-12-01,2022-12-01,approved,2022-12-02,2022-12-09,500,2000,2022-12-01,2022-12-02
app_an3n16ht,cust_y4p5hwry,2022-05-19,2022-05-19,rejected,2022-05-19,,500,,2022-05-19,2022-05-19
app_3hyw7v32,cust_au1mz7ko,2023-10-24,2023-10-24,approved,2023-10-24,2023-10-31,500,2000,2023-10-24,2023-10-24
app_1ze0iimr,cust_9yvrzmwp,2023-10-12,2023-10-12,rejected,2023-10-12,,1000,,2023-10-12,2023-10-12
app_19uxciv3,cust_foijocvs,2023-01-31,2023-01-31,rejected,2023-02-01,,1500,,2023-01-31,2023-02-01
app_0mhnen5a,cust_c3kdxix5,2022-05-16,2022-05-16,rejected,2022-05-16,,500,,2022-05-16,2022-05-16
app_kmboty8t,cust_qtbf6bio,2024-05-06,2024-05-06,approved,2024-05-07,2024-05-14,3000,500,2024-05-06,2024-05-07
app_bmwmvwsp,cust_1qlml5h6,2024-10-31,2024-10-31,approved,2024-11-01,2024-11-05,1500,1000,2024-10-31,2024-11-01
app_uwnp5hgi,cust_0d6fwuni,2022-05-05,2022-05-05,approved,2022-05-05,2022-05-12,500,1000,2022-05-05,2022-05-05
app_n74sy6jh,cust_8cn0c9sm,2022-03-14,2022-03-15,approved,2022-03-15,2022-03-22,1000,500,2022-03-14,2022-03-15
app_g2u0y440,cust_pnkdwe3l,2024-11-08,2024-11-08,rejected,2024-11-09,,1000,,2024-11-08,2024-11-09
app_kg8cy12e,cust_k90jez4u,2023-06-24,2023-06-24,rejected,2023-06-25,,500,,2023-06-24,2023-06-25
app_61k5tgyd,cust_7myf01nw,2024-08-05,2024-08-05,approved,2024-08-05,2024-08-09,5000,500,2024-08-05,2024-08-05
app_ca8qg7u1,cust_9u6v6z8k,2024-02-03,2024-02-03,approved,2024-02-03,2024-02-09,3000,500,2024-02-03,2024-02-03
app_ms5tvfdz,cust_zvl3xkkj,2023-11-20,2023-11-20,approved,2023-11-21,2023-11-24,3000,1000,2023-11-20,2023-11-21
app_lc5u40yi,cust_g5950ntl,2024-10-29,2024-10-29,approved,2024-10-30,2024-11-04,2000,2000,2024-10-29,2024-10-30
app_mz7ztf8r,cust_y1eyn70w,2023-05-04,2023-05-04,approved,2023-05-04,2023-05-10,5000,2000,2023-05-04,2023-05-04
app_uxic4rrn,cust_zzxheuoy,2024-11-02,2024-11-02,approved,2024-11-02,2024-11-09,5000,500,2024-11-02,2024-11-02
app_lkxef3j8,cust_o7cmqyno,2024-05-19,2024-05-19,approved,2024-05-20,2024-05-24,5000,500,2024-05-19,2024-05-20
app_r1sdava6,cust_bi7ijxm5,2023-10-28,2023-10-29,approved,2023-10-29,2023-11-03,2000,1500,2023-10-28,2023-10-29
app_i67z0iwo,cust_m9gjncfo,2024-04-20,2024-04-20,rejected,2024-04-21,,5000,,2024-04-20,2024-04-21
app_j9b5ex9z,cust_u46u15ut,2024-12-16,2024-12-16,approved,2024-12-16,2024-12-22,1000,1500,2024-12-16,2024-12-16
app_m45t4u2y,cust_hu7cfwjh,2023-01-17,2023-01-17,rejected,2023-01-17,,3000,,2023-01-17,2023-01-17
app_w0ikpyay,cust_i7ekvzar,2023-03-17,2023-03-17,rejected,2023-03-17,,1500,,2023-03-17,2023-03-17
app_fpfrwcdx,cust_i9x4nm3a,2022-12-01,2022-12-01,approved,2022-12-01,2022-12-04,1500,1000,2022-12-01,2022-12-01
app_ow8hpg4g,cust_0qa1lszk,2024-02-29,2024-02-29,rejected,2024-03-01,,2000,,2024-02-29,2024-03-01
app_vafts74j,cust_oecm785z,2022-08-08,2022-08-08,rejected,2022-08-09,,3000,,2022-08-08,2022-08-09
app_q0tsxgkj,cust_b7wpoozw,2024-09-19,2024-09-19,approved,2024-09-20,2024-09-23,3000,2000,2024-09-19,2024-09-20
app_455nxl11,cust_ukahyvzy,2023-08-08,2023-08-08,approved,2023-08-08,2023-08-13,3000,500,2023-08-08,2023-08-08
app_wuxj32cp,cust_yxdhz0ey,2023-12-04,2023-12-04,approved,2023-12-04,2023-12-11,2000,500,2023-12-04,2023-12-04
app_1i0gar50,cust_cm2vss66,2022-06-30,2022-06-30,approved,2022-07-01,2022-07-07,5000,2000,2022-06-30,2022-07-01
app_ex57xk6r,cust_dod4p4e6,2022-12-14,2022-12-14,approved,2022-12-14,2022-12-21,5000,500,2022-12-14,2022-12-14
app_xdcvuf87,cust_xxzu368u,2023-07-07,2023-07-07,approved,2023-07-08,2023-07-14,1500,1000,2023-07-07,2023-07-08
app_x4lt3l46,cust_4q495c57,2024-06-26,2024-06-27,rejected,2024-06-28,,500,,2024-06-26,2024-06-28
app_a2r14xfy,cust_11nae2dw,2022-03-24,2022-03-24,rejected,2022-03-24,,5000,,2022-03-24,2022-03-24
app_ybg9q1m6,cust_f1up4phf,2022-03-04,2022-03-04,approved,2022-03-04,2022-03-10,3000,1500,2022-03-04,2022-03-04
app_jtwwwqi4,cust_6nrqdwao,2023-11-01,2023-11-01,approved,2023-11-02,2023-11-08,1500,1000,2023-11-01,2023-11-02
app_32bcqunm,cust_rloqvcjv,2023-12-26,2023-12-26,approved,2023-12-26,2023-12-29,3000,500,2023-12-26,2023-12-26
app_3xgt3o1j,cust_ix1sstcf,2023-03-30,2023-03-30,approved,2023-03-30,2023-04-06,3000,1500,2023-03-30,2023-03-30
app_7ux2v5e6,cust_zw0k41iu,2022-04-01,2022-04-01,approved,2022-04-01,2022-04-07,2000,500,2022-04-01,2022-04-01
app_kc260hbw,cust_ursfhak7,2023-06-07,2023-06-07,approved,2023-06-08,2023-06-12,5000,1000,2023-06-07,2023-06-08
app_eqth7sg2,cust_6xhmk0uf,2023-08-06,2023-08-06,approved,2023-08-06,2023-08-10,2000,2000,2023-08-06,2023-08-06
app_jzp3riz5,cust_v0i1itqp,2024-09-07,2024-09-07,approved,2024-09-07,2024-09-13,5000,1500,2024-09-07,2024-09-07
app_tz9kndx6,cust_0ul9ch8l,2023-03-25,2023-03-25,rejected,2023-03-26,,1500,,2023-03-25,2023-03-26
app_2tdwd5m9,cust_kzgtsof1,2023-03-12,2023-03-12,approved,2023-03-12,2023-03-16,1500,500,2023-03-12,2023-03-12
app_xkhr40bz,cust_1igae7ut,2022-09-21,2022-09-22,rejected,2022-09-22,,5000,,2022-09-21,2022-09-22
app_cs1i329r,cust_cpq4rv92,2022-10-24,2022-10-24,rejected,2022-10-25,,2000,,2022-10-24,2022-10-25
app_zut86skg,cust_9lpbs1gy,2022-02-11,2022-02-11,rejected,2022-02-12,,1000,,2022-02-11,2022-02-12
app_3o80wu3f,cust_5g1q7nm5,2022-05-17,2022-05-17,approved,2022-05-17,2022-05-23,3000,500,2022-05-17,2022-05-17
app_f2duxyhk,cust_zd0lq1mz,2023-09-06,2023-09-06,approved,2023-09-06,2023-09-12,1000,1500,2023-09-06,2023-09-06
app_qyrvpv2u,cust_fp4v8z3n,2022-08-20,2022-08-20,approved,2022-08-21,2022-08-28,3000,1500,2022-08-20,2022-08-21
app_0pe5sddk,cust_ii5cqkp9,2024-02-12,2024-02-12,rejected,2024-02-12,,1000,,2024-02-12,2024-02-12
app_67bd7i9h,cust_vh094ipz,2023-01-10,2023-01-11,approved,2023-01-12,2023-01-16,1500,500,2023-01-10,2023-01-12
app_hz2p6040,cust_906qnx0o,2022-12-15,2022-12-15,approved,2022-12-16,2022-12-22,500,2000,2022-12-15,2022-12-16
app_hpff1yul,cust_8jp289wa,2023-12-08,2023-12-08,approved,2023-12-09,2023-12-15,1500,500,2023-12-08,2023-12-09
app_tbnnngno,cust_gsu572f0,2023-08-15,2023-08-16,rejected,2023-08-16,,3000,,2023-08-15,2023-08-16
app_q8j4ltwr,cust_f1a79omy,2023-06-05,2023-06-05,approved,2023-06-06,2023-06-09,2000,1500,2023-06-05,2023-06-06
app_0swv2ln8,cust_ctftt7ij,2022-02-01,2022-02-01,approved,2022-02-02,2022-02-09,1000,500,2022-02-01,2022-02-02
app_zwjeda5t,cust_ffrlkwlq,2024-03-13,2024-03-14,approved,2024-03-14,2024-03-17,1500,1500,2024-03-13,2024-03-14
app_vj7zx6o1,cust_xdf0nsgt,2023-10-11,2023-10-11,approved,2023-10-12,2023-10-19,2000,1000,2023-10-11,2023-10-12
app_xvsol995,cust_hhoi4kbq,2024-03-29,2024-03-29,rejected,2024-03-30,,1000,,2024-03-29,2024-03-30
app_srelwbrx,cust_9b7c8do1,2024-06-30,2024-06-30,approved,2024-07-01,2024-07-07,1500,1500,2024-06-30,2024-07-01
app_g8paoymt,cust_lkawq64n,2022-12-03,2022-12-03,approved,2022-12-04,2022-12-09,500,2000,2022-12-03,2022-12-04
app_2fgtcj8l,cust_lpb01002,2023-01-31,2023-01-31,approved,2023-02-01,2023-02-08,500,1000,2023-01-31,2023-02-01
app_6o9ym641,cust_pwmswd3n,2022-11-01,2022-11-01,approved,2022-11-02,2022-11-07,500,2000,2022-11-01,2022-11-02
app_5ash3w6z,cust_tk95h36p,2022-04-27,2022-04-27,rejected,2022-04-28,,2000,,2022-04-27,2022-04-28
app_g9ufh1h5,cust_um04acc7,2024-09-05,2024-09-05,approved,2024-09-06,2024-09-09,500,1000,2024-09-05,2024-09-06
app_gok7hth7,cust_am7bpqjm,2023-04-28,2023-04-28,approved,2023-04-28,2023-05-04,5000,500,2023-04-28,2023-04-28
app_2em8qrx8,cust_1m0cu2tf,2023-01-09,2023-01-09,rejected,2023-01-09,,5000,,2023-01-09,2023-01-09
app_pwcfgydr,cust_c2gs4ye4,2024-03-25,2024-03-25,approved,2024-03-25,2024-03-29,1000,500,2024-03-25,2024-03-25
app_2k1r1edc,cust_mblc09e0,2022-06-03,2022-06-03,rejected,2022-06-03,,5000,,2022-06-03,2022-06-03
app_q9w0xzzu,cust_1n0gjof9,2023-04-20,2023-04-20,approved,2023-04-21,2023-04-28,3000,2000,2023-04-20,2023-04-21
app_rwq1zp6l,cust_84rojvvf,2024-01-20,2024-01-20,approved,2024-01-21,2024-01-25,2000,1500,2024-01-20,2024-01-21
app_nzhghjqd,cust_jdux3vbl,2022-02-18,2022-02-18,rejected,2022-02-19,,5000,,2022-02-18,2022-02-19
app_j4hgwuf3,cust_vklu1eao,2023-11-16,2023-11-16,approved,2023-11-16,2023-11-23,1000,500,2023-11-16,2023-11-16
app_fhj5nfog,cust_kubxdhqc,2023-10-23,2023-10-23,approved,2023-10-23,2023-10-26,2000,2000,2023-10-23,2023-10-23
app_cqc62y7j,cust_stmg345k,2022-04-01,2022-04-01,rejected,2022-04-01,,3000,,2022-04-01,2022-04-01
app_pp8wr9i5,cust_ql0h5qqj,2022-03-26,2022-03-26,rejected,2022-03-27,,1000,,2022-03-26,2022-03-27
app_yvexc6oh,cust_29mrqvd7,2023-02-20,2023-02-20,rejected,2023-02-20,,3000,,2023-02-20,2023-02-20
app_lh9usr5b,cust_t4u7s0kd,2024-11-09,2024-11-09,approved,2024-11-09,2024-11-15,500,1500,2024-11-09,2024-11-09
app_x0oad3jb,cust_sgolcbtl,2024-06-07,2024-06-07,approved,2024-06-08,2024-06-11,3000,1500,2024-06-07,2024-06-08
app_nm4yo6ua,cust_c5atdzyu,2023-11-18,2023-11-18,approved,2023-11-19,2023-11-26,1500,1000,2023-11-18,2023-11-19
app_6glf7s9e,cust_h6htnorr,2022-09-22,2022-09-22,approved,2022-09-22,2022-09-25,5000,2000,2022-09-22,2022-09-22
app_rsjrn54m,cust_1q9rvsf0,2024-11-17,2024-11-17,rejected,2024-11-19,,1000,,2024-11-17,2024-11-19
app_bkwrwdot,cust_0jvr3v6n,2024-09-27,2024-09-27,rejected,2024-09-28,,5000,,2024-09-27,2024-09-28
app_9wd7632z,cust_j0n6qu9y,2023-05-23,2023-05-23,approved,2023-05-24,2023-05-29,3000,500,2023-05-23,2023-05-24
app_ukulmksq,cust_gvzmzbp3,2024-08-14,2024-08-14,rejected,2024-08-15,,1500,,2024-08-14,2024-08-15
app_dc482qu2,cust_r7zj8fn2,2022-05-04,2022-05-04,approved,2022-05-05,2022-05-11,1000,1000,2022-05-04,2022-05-05
app_dc1de4b7,cust_qf1adfq9,2024-08-20,2024-08-20,approved,2024-08-21,2024-08-24,5000,2000,2024-08-20,2024-08-21
app_pus2swhm,cust_2k9quvak,2024-12-08,2024-12-08,rejected,2024-12-08,,5000,,2024-12-08,2024-12-08
app_8ivagqat,cust_7g5b0l8o,2023-05-11,2023-05-11,approved,2023-05-12,2023-05-16,3000,1500,2023-05-11,2023-05-12
app_oz4x88ho,cust_ep3nq6fx,2023-03-02,2023-03-02,approved,2023-03-02,2023-03-08,1000,500,2023-03-02,2023-03-02
app_dfa57w6r,cust_zb3ocjz5,2024-09-14,2024-09-14,approved,2024-09-15,2024-09-19,1000,2000,2024-09-14,2024-09-15
app_jcfpj8hk,cust_uhif806q,2022-02-23,2022-02-23,rejected,2022-02-25,,5000,,2022-02-23,2022-02-25
app_jyi7o8ih,cust_lien3416,2024-03-23,2024-03-23,approved,2024-03-24,2024-03-28,3000,2000,2024-03-23,2024-03-24
app_p9ii3do9,cust_eg7v48tp,2022-12-31,2022-12-31,approved,2022-12-31,2023-01-06,1000,500,2022-12-31,2022-12-31
app_hkfj27ja,cust_jmc9qh1j,2023-12-07,2023-12-07,rejected,2023-12-08,,1000,,2023-12-07,2023-12-08
app_hxueaqm7,cust_fhj1oycf,2024-06-18,2024-06-18,approved,2024-06-18,2024-06-25,3000,1000,2024-06-18,2024-06-18
app_8a7htzwr,cust_j5q0s9aj,2022-08-18,2022-08-18,rejected,2022-08-19,,2000,,2022-08-18,2022-08-19
app_3euo4uy4,cust_1u5xi18t,2022-09-04,2022-09-04,approved,2022-09-04,2022-09-09,3000,1000,2022-09-04,2022-09-04
app_26w31d6k,cust_i0sas3va,2024-11-25,2024-11-25,approved,2024-11-26,2024-12-03,1500,1500,2024-11-25,2024-11-26
app_q6zcj2yt,cust_56831fez,2023-12-28,2023-12-28,approved,2023-12-29,2024-01-01,2000,1000,2023-12-28,2023-12-29
app_w8f1htut,cust_3w32j60v,2023-01-03,2023-01-03,approved,2023-01-03,2023-01-07,3000,1000,2023-01-03,2023-01-03
app_v9akqskl,cust_40n8mz51,2024-03-15,2024-03-15,approved,2024-03-15,2024-03-18,2000,2000,2024-03-15,2024-03-15
app_smslca6z,cust_kumcisyo,2022-08-08,2022-08-08,approved,2022-08-08,2022-08-12,500,2000,2022-08-08,2022-08-08
app_ssywm2d1,cust_75g514a9,2023-07-20,2023-07-20,approved,2023-07-21,2023-07-27,3000,1500,2023-07-20,2023-07-21
app_a50nf9qq,cust_7o6yu37n,2023-06-14,2023-06-14,approved,2023-06-15,2023-06-22,1000,1500,2023-06-14,2023-06-15
app_ap3luxs3,cust_tcgm6eh0,2023-12-26,2023-12-26,rejected,2023-12-26,,1000,,2023-12-26,2023-12-26
app_pukr3zqr,cust_8f874esd,2024-08-12,2024-08-12,approved,2024-08-12,2024-08-19,3000,2000,2024-08-12,2024-08-12
app_u5v37646,cust_5a0xujin,2023-03-29,2023-03-29,approved,2023-03-29,2023-04-03,2000,1000,2023-03-29,2023-03-29
app_fqcd1d36,cust_c0giz3px,2024-06-03,2024-06-04,approved,2024-06-04,2024-06-10,500,2000,2024-06-03,2024-06-04
app_ch92q9cz,cust_r0qxeb7c,2022-05-14,2022-05-14,approved,2022-05-15,2022-05-19,500,1500,2022-05-14,2022-05-15
app_au538iof,cust_uo2xqz21,2023-04-15,2023-04-15,approved,2023-04-16,2023-04-20,1000,2000,2023-04-15,2023-04-16
app_64wfcxm0,cust_v7ejm1r1,2024-08-02,2024-08-02,approved,2024-08-03,2024-08-09,500,1000,2024-08-02,2024-08-03
app_nycubfwv,cust_xs5gd7sp,2022-04-04,2022-04-04,approved,2022-04-04,2022-04-07,1500,1000,2022-04-04,2022-04-04
app_8lro1ull,cust_1r35g212,2023-09-06,2023-09-06,approved,2023-09-06,2023-09-10,1500,1000,2023-09-06,2023-09-06
app_pskyaxd7,cust_f9lo4zzr,2023-08-28,2023-08-28,rejected,2023-08-29,,5000,,2023-08-28,2023-08-29
app_xccvkfjd,cust_s1spz0ci,2023-11-16,2023-11-16,rejected,2023-11-17,,1500,,2023-11-16,2023-11-17
app_yacto5po,cust_zczmpiw8,2022-05-11,2022-05-11,rejected,2022-05-11,,3000,,2022-05-11,2022-05-11
app_71ouc93w,cust_oh6v5m1u,2024-10-19,2024-10-19,rejected,2024-10-19,,3000,,2024-10-19,2024-10-19
app_zq6m0mje,cust_32atxab0,2023-01-06,2023-01-06,approved,2023-01-07,2023-01-13,500,500,2023-01-06,2023-01-07
