history_id,customer_id,credit_limit,change_reason,valid_from,updated_at
clh_t9j1u7mi,cust_bei13hes,1000,initial_approval,2023-03-07,2023-03-07
clh_pkx5ihe1,cust_odp9nufh,1500,initial_approval,2024-02-19,2024-02-19
clh_qs2ivzbr,cust_ol7maytx,1500,initial_approval,2023-11-19,2023-11-19
clh_b8zf9kzh,cust_ol7maytx,1500,requested_increase,2024-06-08,2024-06-08
clh_rfwn6vh7,cust_3rr8jpvq,500,initial_approval,2024-06-24,2024-06-24
clh_8t9z0fv0,cust_ihkpju9h,500,initial_approval,2024-10-06,2024-10-06
clh_29uxz267,cust_klwjepw5,1000,initial_approval,2024-06-28,2024-06-28
clh_vuhb26qo,cust_wxss3svy,1500,initial_approval,2024-02-10,2024-02-10
clh_d9ajkx82,cust_j807cp4l,2000,initial_approval,2023-12-29,2023-12-29
clh_2xzrgwae,cust_cijqn6c4,1500,initial_approval,2022-06-28,2022-06-28
clh_xmlownns,cust_cijqn6c4,2000,good_standing,2022-10-25,2022-10-25
clh_99mixcm9,cust_ntkluuj7,1500,initial_approval,2023-09-01,2023-09-01
clh_j1u7ydmj,cust_xt229q7i,1000,initial_approval,2024-09-13,2024-09-13
clh_u2sh5sun,cust_4oux9slm,1000,initial_approval,2022-02-10,2022-02-10
clh_am36awkt,cust_4oux9slm,1000,good_standing,2022-10-02,2022-10-02
clh_34jur57h,cust_xpfo8608,2000,initial_approval,2022-03-10,2022-03-10
clh_y9bw22m3,cust_8ofsmnaw,1500,initial_approval,2022-07-14,2022-07-14
clh_vfkw4eqf,cust_v488pkwt,1500,initial_approval,2024-08-06,2024-08-06
clh_8dhdiyof,cust_z1y3n0mw,2000,initial_approval,2022-10-26,2022-10-26
clh_yb8208po,cust_3g5smq5u,500,initial_approval,2022-12-20,2022-12-20
clh_airpxa84,cust_m201lda7,500,initial_approval,2024-07-28,2024-07-28
clh_mowozahw,cust_12wbake2,1000,initial_approval,2022-07-09,2022-07-09
clh_he2opcte,cust_12wbake2,5000,good_standing,2023-04-03,2023-04-03
clh_id6224b1,cust_ioaypyem,2000,initial_approval,2024-02-09,2024-02-09
clh_7m1g464n,cust_jxmb5ltb,2000,initial_approval,2022-10-28,2022-10-28
clh_4bnzjhi3,cust_bxl2wlx0,2000,initial_approval,2024-11-12,2024-11-12
clh_1zcoqf31,cust_v8tj96t1,1500,initial_approval,2024-06-09,2024-06-09
clh_ohv3wzmi,cust_fpe5hdpv,1000,initial_approval,2024-07-27,2024-07-27
clh_8af1hscr,cust_mr0vlkbc,1000,initial_approval,2024-11-30,2024-11-30
clh_h77bg2cx,cust_11dp6g73,1000,initial_approval,2023-07-11,2023-07-11
clh_yt1rtt6d,cust_11dp6g73,1000,annual_review,2024-01-25,2024-01-25
clh_kxswdejv,cust_33pv70lg,2000,initial_approval,2024-09-27,2024-09-27
clh_arjf5dis,cust_eqzppw62,1500,initial_approval,2022-10-06,2022-10-06
clh_457b5qdy,cust_05oj38ay,1500,initial_approval,2023-04-22,2023-04-22
clh_mlkshnwa,cust_hx2x5dao,500,initial_approval,2023-08-05,2023-08-05
clh_8ch5i8hq,cust_evs40w58,1000,initial_approval,2022-06-25,2022-06-25
clh_u7akrak7,cust_evs40w58,1000,requested_increase,2023-05-29,2023-05-29
clh_p5p2vrne,cust_tdrjdl2a,2000,initial_approval,2024-03-13,2024-03-13
clh_6rjebpjo,cust_mkbf6x3l,500,initial_approval,2024-11-09,2024-11-09
clh_4ycjnqkk,cust_wtz568d2,2000,initial_approval,2023-05-31,2023-05-31
clh_1exavm05,cust_c546rxoz,1000,initial_approval,2024-12-22,2024-12-22
clh_dtgz1745,cust_8tpn9ht1,1000,initial_approval,2023-01-03,2023-01-03
clh_z0qhd92w,cust_8tpn9ht1,3000,good_standing,2023-06-25,2023-06-25
clh_ect6bc7g,cust_gielgv3g,1500,initial_approval,2024-08-09,2024-08-09
clh_zhkummva,cust_qbrw3g91,2000,initial_approval,2023-04-19,2023-04-19
clh_zev5camj,cust_bgpfwcin,2000,initial_approval,2024-11-23,2024-11-23
clh_pnqfuubt,cust_8bucnj1o,1500,initial_approval,2023-04-25,2023-04-25
clh_sdin00p1,cust_tvza33op,500,initial_approval,2023-05-05,2023-05-05
clh_2jyqisru,cust_0akgg5pk,1500,initial_approval,2023-10-11,2023-10-11
clh_e8cf8cu0,cust_xs3df78q,2000,initial_approval,2024-03-28,2024-03-28
clh_ni9sfheq,cust_x476keoc,1000,initial_approval,2024-07-18,2024-07-18
clh_rqsu19dz,cust_kjykx9ce,1000,initial_approval,2024-09-24,2024-09-24
clh_kk3k28jn,cust_1fi4x65e,1500,initial_approval,2022-06-04,2022-06-04
clh_kie64mp0,cust_373dzwi7,2000,initial_approval,2024-06-07,2024-06-07
clh_uxivr6tk,cust_l1i81j2a,2000,initial_approval,2022-03-24,2022-03-24
clh_ibwn3o7h,cust_l1i81j2a,3000,annual_review,2022-10-14,2022-10-14
clh_13ebjp8i,cust_r9x7xkp5,1500,initial_approval,2023-05-24,2023-05-24
clh_ms4xqrvq,cust_r9x7xkp5,1000,requested_increase,2023-10-19,2023-10-19
clh_6vq2ddwm,cust_vrustqfo,2000,initial_approval,2022-05-05,2022-05-05
clh_0bpo5e2x,cust_kpwdmj3z,2000,initial_approval,2024-03-12,2024-03-12
clh_96c27fos,cust_990bsh1f,1000,initial_approval,2022-10-03,2022-10-03
clh_bm85n0ps,cust_g2ylfvgp,1000,initial_approval,2023-06-06,2023-06-06
clh_9yyvyaga,cust_g2ylfvgp,3000,annual_review,2023-11-15,2023-11-15
clh_g760ellk,cust_zkm9x9e8,2000,initial_approval,2023-12-08,2023-12-08
clh_92tbwecu,cust_gf0g46u2,500,initial_approval,2024-12-15,2024-12-15
clh_t8s3m7dh,cust_1zkv4ias,2000,initial_approval,2024-01-25,2024-01-25
clh_cm9w6rse,cust_i9p8tfxs,500,initial_approval,2023-04-01,2023-04-01
clh_3vj3x7hl,cust_tjvu1iap,500,initial_approval,2023-08-04,2023-08-04
clh_er3qeufz,cust_7l7s47td,1000,initial_approval,2022-09-21,2022-09-21
clh_1dee04g0,cust_zh6du9zz,2000,initial_approval,2022-08-27,2022-08-27
clh_bhloifb1,cust_izza9dv2,1000,initial_approval,2024-05-09,2024-05-09
clh_r48bd2r7,cust_lz90z23q,500,initial_approval,2023-09-15,2023-09-15
clh_u149tqyq,cust_l0yb9c55,1500,initial_approval,2022-06-25,2022-06-25
clh_jjgry79q,cust_ru42jplj,1000,initial_approval,2022-04-22,2022-04-22
clh_2ugb9s0d,cust_4jqth0tp,500,initial_approval,2023-01-09,2023-01-09
clh_io0s3q61,cust_4oepc8tz,500,initial_approval,2023-12-03,2023-12-03
clh_qbdvjwhl,cust_2ngxcynl,1000,initial_approval,2022-02-24,2022-02-24
clh_xc5d4ble,cust_8i3zeqqf,1500,initial_approval,2023-10-01,2023-10-01
clh_byx263va,cust_46kt79aa,2000,initial_approval,2023-10-08,2023-10-08
clh_9vdx3uz4,cust_52f0u4su,500,initial_approval,2024-09-29,2024-09-29
clh_v4calg8d,cust_ulpqp81y,2000,initial_approval,2022-07-06,2022-07-06
clh_expa2mvh,cust_anx0h6vy,500,initial_approval,2024-06-01,2024-06-01
clh_9450o0f8,cust_r3db24q7,1000,initial_approval,2022-11-07,2022-11-07
clh_lgkj4kgs,cust_lsuczuj7,500,initial_approval,2022-12-15,2022-12-15
clh_vl34843l,cust_ucegyua4,2000,initial_approval,2024-09-05,2024-09-05
clh_nlm3zusn,cust_cprcwfby,2000,initial_approval,2022-03-21,2022-03-21
clh_il4zvmgq,cust_cprcwfby,1500,requested_increase,2022-12-28,2022-12-28
clh_89gy1hsk,cust_uf8ri3p4,500,initial_approval,2023-01-05,2023-01-05
clh_jnibjjsn,cust_uf8ri3p4,5000,good_standing,2024-01-03,2024-01-03
clh_hw3yhd2v,cust_numvexg4,1000,initial_approval,2024-05-31,2024-05-31
clh_c8qn8pm9,cust_qvdpmm9x,500,initial_approval,2022-03-19,2022-03-19
clh_oba192m9,cust_qvdpmm9x,5000,annual_review,2023-03-14,2023-03-14
clh_uvv6l5t7,cust_9gq2ycqh,2000,initial_approval,2022-06-27,2022-06-27
clh_4huz1fom,cust_pwf5xk1s,2000,initial_approval,2024-09-11,2024-09-11
clh_m8sscpmi,cust_t7dkpz4f,2000,initial_approval,2024-03-17,2024-03-17
clh_v48fduqr,cust_6xbelko4,1000,initial_approval,2022-08-09,2022-08-09
clh_jlyjlf3b,cust_6xbelko4,1000,annual_review,2022-12-26,2022-12-26
clh_4dgcjlvx,cust_99hh4rwb,500,initial_approval,2022-02-15,2022-02-15
clh_56y08aw4,cust_99hh4rwb,2000,good_standing,2022-07-30,2022-07-30
clh_8osd7tpp,cust_39wf58yj,1000,initial_approval,2022-01-19,2022-01-19
clh_vmbou511,cust_pogx49jm,1500,initial_approval,2022-04-07,2022-04-07
clh_ululuybh,cust_wc8rvg55,2000,initial_approval,2024-10-29,2024-10-29
clh_okr0txxx,cust_s6nlm4gl,1000,initial_approval,2023-07-15,2023-07-15
clh_374hgwqk,cust_s6nlm4gl,1000,annual_review,2024-03-26,2024-03-26
clh_npa7lqyx,cust_b8acr2l6,1500,initial_approval,2022-04-09,2022-04-09
clh_gv7ome30,cust_5j0dk90w,500,initial_approval,2023-07-03,2023-07-03
clh_u2lxfm4y,cust_cmblepso,1500,initial_approval,2023-01-14,2023-01-14
clh_c5061x37,cust_fc0xef6a,1000,initial_approval,2024-03-13,2024-03-13
clh_224s5rli,cust_fc0xef6a,2000,annual_review,2024-09-13,2024-09-13
clh_yvayqnau,cust_2lbray5m,1000,initial_approval,2022-08-31,2022-08-31
clh_gdm0hcq5,cust_f3tiveh8,2000,initial_approval,2022-11-21,2022-11-21
clh_pm01zs2y,cust_kq5o0t4b,1500,initial_approval,2023-01-12,2023-01-12
clh_rd1c9iae,cust_kq5o0t4b,2000,annual_review,2023-07-14,2023-07-14
clh_mbngjav5,cust_hdaubm3b,1000,initial_approval,2022-06-28,2022-06-28
clh_yniojj7q,cust_hdaubm3b,3000,requested_increase,2023-06-04,2023-06-04
clh_st0uyf99,cust_9o2m470n,500,initial_approval,2022-05-21,2022-05-21
clh_3ockrux2,cust_9o2m470n,5000,annual_review,2023-02-18,2023-02-18
clh_vu5d770t,cust_3365rd46,1500,initial_approval,2023-09-11,2023-09-11
clh_6sy1hlgu,cust_ak59w803,500,initial_approval,2022-05-30,2022-05-30
clh_x39oq7r6,cust_4pn9a7b7,2000,initial_approval,2022-05-14,2022-05-14
clh_894mt3z7,cust_4pn9a7b7,2000,good_standing,2022-10-06,2022-10-06
clh_berkw4vc,cust_rkht1tgl,1000,initial_approval,2024-02-28,2024-02-28
clh_val9m9mh,cust_lgnftc46,2000,initial_approval,2022-10-01,2022-10-01
clh_49xspzto,cust_sy9mze9w,1000,initial_approval,2022-09-29,2022-09-29
clh_stvgn28h,cust_sy9mze9w,1500,requested_increase,2023-02-03,2023-02-03
clh_jm645qt6,cust_h4wel9ch,1000,initial_approval,2024-07-04,2024-07-04
clh_z1jgeu4s,cust_h4wel9ch,2000,annual_review,2024-10-21,2024-10-21
clh_zbj32una,cust_zfaa2i47,2000,initial_approval,2024-02-25,2024-02-25
clh_615yic17,cust_yodux5x6,500,initial_approval,2023-02-07,2023-02-07
clh_cr94bpyy,cust_l5ntjl7p,1000,initial_approval,2022-06-30,2022-06-30
clh_ii18owub,cust_l5ntjl7p,2000,good_standing,2023-03-27,2023-03-27
clh_zsmxlwyj,cust_tqu72j7i,500,initial_approval,2023-07-14,2023-07-14
clh_29j1p2bh,cust_tqu72j7i,5000,good_standing,2024-01-21,2024-01-21
clh_2l25ip2q,cust_uwkxt0az,1500,initial_approval,2024-07-16,2024-07-16
clh_gwruvtx2,cust_szo61lqo,500,initial_approval,2024-03-18,2024-03-18
clh_pvimghst,cust_szo61lqo,3000,annual_review,2024-12-31,2024-12-31
clh_un42w6j0,cust_pwlm4fm2,1500,initial_approval,2024-04-15,2024-04-15
clh_vrn4tzm2,cust_ezqjpal1,1500,initial_approval,2022-08-24,2022-08-24
clh_q0wlal07,cust_ezqjpal1,2000,annual_review,2023-02-25,2023-02-25
clh_alq5kbf9,cust_b2cvb6db,1000,initial_approval,2022-08-18,2022-08-18
clh_io2etnu1,cust_b2cvb6db,1000,requested_increase,2022-11-26,2022-11-26
clh_yfzp3i99,cust_n1o5bqwy,500,initial_approval,2024-04-30,2024-04-30
clh_5ntwim6m,cust_ym7y6clg,500,initial_approval,2024-10-26,2024-10-26
clh_g5lpjs78,cust_fnumz98t,2000,initial_approval,2024-11-05,2024-11-05
clh_cp5or1ph,cust_7gjcml88,1000,initial_approval,2022-12-13,2022-12-13
clh_cz1rpd27,cust_0axw9vrz,1500,initial_approval,2023-09-27,2023-09-27
clh_w6vum918,cust_0axw9vrz,2000,requested_increase,2024-09-19,2024-09-19
clh_rhoovd55,cust_zmqp7rxk,500,initial_approval,2022-05-06,2022-05-06
clh_noxzrjd7,cust_zmqp7rxk,2000,good_standing,2022-08-16,2022-08-16
clh_wad52ogu,cust_wojwf50s,2000,initial_approval,2023-09-27,2023-09-27
clh_ofnmvypb,cust_wojwf50s,1000,good_standing,2024-05-11,2024-05-11
clh_hera3hal,cust_5avpk9wf,2000,initial_approval,2023-06-19,2023-06-19
clh_m8vys2ga,cust_130iymn8,2000,initial_approval,2022-11-19,2022-11-19
clh_zx02bggk,cust_f8sljrtv,2000,initial_approval,2024-08-22,2024-08-22
clh_3wgr9qi3,cust_2ml0lrk4,500,initial_approval,2024-10-31,2024-10-31
clh_4w95vrct,cust_cxu1cxx3,1500,initial_approval,2023-11-19,2023-11-19
clh_bkrkarwm,cust_qmbeaabr,1500,initial_approval,2024-06-04,2024-06-04
clh_8m13edkp,cust_qmbeaabr,1500,annual_review,2024-09-13,2024-09-13
clh_3bwssq1j,cust_y15caeel,2000,initial_approval,2024-12-09,2024-12-09
clh_i1nm7mpb,cust_zlhr69h0,2000,initial_approval,2024-08-22,2024-08-22
clh_x9na8gql,cust_hr4alv0l,500,initial_approval,2023-09-29,2023-09-29
clh_8csq920f,cust_31qx4q7x,500,initial_approval,2024-05-22,2024-05-22
clh_br867iae,cust_tmxebgxp,1500,initial_approval,2022-10-01,2022-10-01
clh_kznm56jd,cust_np6w30y2,1500,initial_approval,2022-08-13,2022-08-13
clh_q8xhar9c,cust_c9onqyqp,500,initial_approval,2024-03-26,2024-03-26
clh_2ar4micb,cust_rk1mpla1,1000,initial_approval,2022-11-16,2022-11-16
clh_enldm4j5,cust_rk1mpla1,1500,annual_review,2023-09-04,2023-09-04
clh_6ap3fswd,cust_mce4pevh,1000,initial_approval,2024-08-17,2024-08-17
clh_glct009z,cust_u4qvyduk,2000,initial_approval,2024-07-13,2024-07-13
clh_i0cphd2q,cust_6f1qw90t,500,initial_approval,2024-06-15,2024-06-15
clh_o0gi8zmh,cust_n40d4n1s,500,initial_approval,2022-06-06,2022-06-06
clh_dnbhaa86,cust_3lv323xq,2000,initial_approval,2024-06-03,2024-06-03
clh_27w4i5ds,cust_2xnuwqt2,1000,initial_approval,2022-09-24,2022-09-24
clh_ax5nut6v,cust_2xnuwqt2,1500,annual_review,2023-08-27,2023-08-27
clh_uz33ebzw,cust_znuajpbp,500,initial_approval,2023-10-12,2023-10-12
clh_sz03vijm,cust_drqfvfa5,500,initial_approval,2024-08-25,2024-08-25
clh_raylchlz,cust_tkyjxry9,1500,initial_approval,2023-11-16,2023-11-16
clh_nbphjl74,cust_8vv457gn,500,initial_approval,2022-04-05,2022-04-05
clh_b8gc4uix,cust_749p1zrt,2000,initial_approval,2023-10-04,2023-10-04
clh_f2yvtq75,cust_d85dw1nn,2000,initial_approval,2023-06-19,2023-06-19
clh_m0avtkis,cust_viq63f9h,2000,initial_approval,2023-08-20,2023-08-20
clh_d6bvowdk,cust_viq63f9h,5000,annual_review,2023-12-17,2023-12-17
clh_78da4blm,cust_025lptr5,500,initial_approval,2024-02-29,2024-02-29
clh_3d0gkvlp,cust_zb62g6b4,2000,initial_approval,2022-12-03,2022-12-03
clh_8owg6bra,cust_u50ap1wn,2000,initial_approval,2024-11-14,2024-11-14
clh_80ao19lw,cust_709hkd6k,500,initial_approval,2024-07-15,2024-07-15
clh_hbqqhtex,cust_yhripvta,1500,initial_approval,2022-04-05,2022-04-05
clh_nevbdwgc,cust_7t92zx19,2000,initial_approval,2024-03-27,2024-03-27
clh_rg6sxu6v,cust_x2o3lfln,2000,initial_approval,2022-12-30,2022-12-30
clh_j3jpp5y8,cust_vxxogwyn,2000,initial_approval,2023-09-26,2023-09-26
clh_6pno0pfk,cust_y3y761sn,1000,initial_approval,2022-03-23,2022-03-23
clh_fegiuqcb,cust_y3y761sn,1000,annual_review,2022-10-10,2022-10-10
clh_yyzrf581,cust_06hoi9ss,1500,initial_approval,2023-12-21,2023-12-21
clh_ot1vmr7q,cust_cvys2i6z,2000,initial_approval,2022-04-16,2022-04-16
clh_sjlbb3yi,cust_cvys2i6z,3000,good_standing,2022-12-21,2022-12-21
clh_7rawvicb,cust_lz5rltdc,2000,initial_approval,2023-11-17,2023-11-17
clh_c8tncvj4,cust_xgli5ghx,1500,initial_approval,2022-06-25,2022-06-25
clh_zddouu7i,cust_frb0nzut,500,initial_approval,2024-07-14,2024-07-14
clh_agd34wdc,cust_iha8zplc,2000,initial_approval,2023-10-30,2023-10-30
clh_hzv7acd8,cust_2kalwhuy,2000,initial_approval,2024-05-16,2024-05-16
clh_d7kk2t7o,cust_98nkhdls,500,initial_approval,2022-02-18,2022-02-18
clh_km3vo745,cust_d9ds7a04,1000,initial_approval,2022-08-24,2022-08-24
clh_36c5z4w1,cust_d9ds7a04,2000,good_standing,2023-08-13,2023-08-13
clh_nfwb0rsr,cust_wkhvpp55,500,initial_approval,2024-11-14,2024-11-14
clh_rtvnd8q6,cust_w69zmq9p,1000,initial_approval,2023-07-05,2023-07-05
clh_fd7gcpzr,cust_w69zmq9p,3000,good_standing,2024-07-02,2024-07-02
clh_6w85q9r1,cust_d8vu7jcs,2000,initial_approval,2023-07-06,2023-07-06
clh_7ggnhwuy,cust_8ufqau5s,2000,initial_approval,2022-10-02,2022-10-02
clh_ovyu83il,cust_4v9els2q,500,initial_approval,2023-10-12,2023-10-12
clh_ljqg2bmk,cust_bywcybo1,1000,initial_approval,2022-08-27,2022-08-27
clh_zwuj9kp1,cust_k69cdotv,1000,initial_approval,2024-05-05,2024-05-05
clh_own5xexh,cust_svigetns,1000,initial_approval,2022-08-27,2022-08-27
clh_42xqz0hw,cust_hyb7th34,500,initial_approval,2022-07-10,2022-07-10
clh_0brug6d3,cust_ef0s9kai,500,initial_approval,2024-12-20,2024-12-20
clh_ew2pt6g9,cust_rjgru9td,1500,initial_approval,2023-05-31,2023-05-31
clh_z9rv2btr,cust_oxil6rso,2000,initial_approval,2022-12-04,2022-12-04
clh_r70hrcau,cust_il3psf81,1500,initial_approval,2022-04-21,2022-04-21
clh_x37yy4kv,cust_dp632f93,1500,initial_approval,2024-04-02,2024-04-02
clh_iwysf9xv,cust_dp632f93,3000,good_standing,2024-08-02,2024-08-02
clh_4h200lbk,cust_9j94u9jp,2000,initial_approval,2022-12-23,2022-12-23
clh_umtd8tlg,cust_llg3t9pc,1000,initial_approval,2023-05-06,2023-05-06
clh_lleui1ih,cust_llg3t9pc,1500,good_standing,2023-08-07,2023-08-07
clh_vszuzyci,cust_o1wxlciu,1000,initial_approval,2022-04-26,2022-04-26
clh_p3husdft,cust_rrrsuyjm,2000,initial_approval,2023-05-20,2023-05-20
clh_wob2gyzn,cust_gktuf15n,1500,initial_approval,2023-09-05,2023-09-05
clh_kyzm9fyx,cust_ta0l4ao4,1000,initial_approval,2024-08-19,2024-08-19
clh_2fisr74p,cust_whcekfqn,1500,initial_approval,2023-09-11,2023-09-11
clh_keijui1j,cust_mlhz14eu,1500,initial_approval,2022-02-16,2022-02-16
clh_xerdf93x,cust_9ycm9po2,2000,initial_approval,2022-12-17,2022-12-17
clh_p8wihne6,cust_skiy5nwq,2000,initial_approval,2024-08-14,2024-08-14
clh_vgv7kx6o,cust_g1gag5t3,1000,initial_approval,2023-10-25,2023-10-25
clh_dogglbsr,cust_g1gag5t3,5000,good_standing,2024-03-10,2024-03-10
clh_zpdozmpm,cust_go24uein,1000,initial_approval,2023-03-15,2023-03-15
clh_vr2kjthg,cust_go24uein,2000,requested_increase,2023-09-12,2023-09-12
clh_mwtcggdc,cust_u8inr1s4,2000,initial_approval,2024-04-14,2024-04-14
clh_e74qr14c,cust_qqnj0roc,1000,initial_approval,2023-12-02,2023-12-02
clh_obvxi0u8,cust_qqnj0roc,5000,annual_review,2024-11-27,2024-11-27
clh_zgsou6ek,cust_2w9o8479,1500,initial_approval,2024-10-07,2024-10-07
clh_6gvziezw,cust_1rrsgop1,2000,initial_approval,2024-12-23,2024-12-23
clh_w4u54xiq,cust_hti7f2ey,500,initial_approval,2024-12-13,2024-12-13
clh_w9cqztbg,cust_jrbloj8i,2000,initial_approval,2023-06-15,2023-06-15
clh_1n464yft,cust_fainawop,2000,initial_approval,2024-05-22,2024-05-22
clh_4n5mcebj,cust_d6ek86el,1500,initial_approval,2024-08-25,2024-08-25
clh_bc0r9ere,cust_9n6npc32,1000,initial_approval,2023-04-14,2023-04-14
clh_gz8vdal3,cust_9n6npc32,1500,requested_increase,2024-04-09,2024-04-09
clh_eki3uh26,cust_s4i8s8ql,1500,initial_approval,2022-06-08,2022-06-08
clh_8zcll5kb,cust_s4i8s8ql,5000,requested_increase,2022-11-16,2022-11-16
clh_ot1e03rt,cust_d5ln55ej,2000,initial_approval,2023-12-25,2023-12-25
clh_gi9bhvu7,cust_ljl8vj61,1500,initial_approval,2022-02-27,2022-02-27
clh_efp7zupg,cust_61dm78ui,1000,initial_approval,2023-12-11,2023-12-11
clh_zcw9dfm3,cust_0w80fnal,2000,initial_approval,2024-01-30,2024-01-30
clh_hqe7hncc,cust_hfdtwqs3,500,initial_approval,2022-04-30,2022-04-30
clh_tl16dzwg,cust_hfdtwqs3,1500,annual_review,2023-04-04,2023-04-04
clh_i820xfju,cust_5xej2vbq,1000,initial_approval,2023-09-11,2023-09-11
clh_lg4z6o1h,cust_rrwbk232,500,initial_approval,2022-02-12,2022-02-12
clh_mftfrmxv,cust_x0accho6,2000,initial_approval,2022-06-25,2022-06-25
clh_klcet7y1,cust_cw9opr9r,2000,initial_approval,2023-04-12,2023-04-12
clh_rq7gane1,cust_ub4rc05z,1500,initial_approval,2023-08-08,2023-08-08
clh_l61if64a,cust_w7tbddcm,1500,initial_approval,2024-03-20,2024-03-20
clh_c7f8gh63,cust_94auww4h,1500,initial_approval,2024-10-16,2024-10-16
clh_oyx2w679,cust_balhjhj3,1000,initial_approval,2023-01-27,2023-01-27
clh_h9w2tr1w,cust_balhjhj3,3000,good_standing,2023-09-22,2023-09-22
clh_opzs635p,cust_33wb4mfr,500,initial_approval,2023-01-13,2023-01-13
clh_1sgxwqcj,cust_620j74ww,1000,initial_approval,2024-12-10,2024-12-10
clh_yezc7gvm,cust_ak5c9y27,2000,initial_approval,2022-10-11,2022-10-11
clh_dzfky2vz,cust_ak5c9y27,5000,annual_review,2023-05-24,2023-05-24
clh_ex4aeakp,cust_u6845969,500,initial_approval,2024-02-13,2024-02-13
clh_ze0ny41b,cust_qcqaooxj,500,initial_approval,2023-10-27,2023-10-27
clh_q80ixscj,cust_pugq9mlp,1000,initial_approval,2024-03-13,2024-03-13
clh_5r1hvgh7,cust_1yudwnif,500,initial_approval,2023-06-24,2023-06-24
clh_b97qoamj,cust_5mxcpxcx,1500,initial_approval,2022-08-15,2022-08-15
clh_v41a2ggm,cust_ko793y61,2000,initial_approval,2024-07-08,2024-07-08
clh_rg8llma2,cust_ob36a7tm,1500,initial_approval,2022-07-29,2022-07-29
clh_x2at10jl,cust_ob36a7tm,5000,annual_review,2023-04-16,2023-04-16
clh_a40ifkow,cust_olsy7rw7,1500,initial_approval,2023-06-10,2023-06-10
clh_22nj2ea2,cust_qf2rkaor,1500,initial_approval,2022-10-21,2022-10-21
clh_5my2al0f,cust_xbdyqixy,1000,initial_approval,2022-06-26,2022-06-26
clh_bzvtxsap,cust_lju6adqc,2000,initial_approval,2024-07-14,2024-07-14
clh_ij2crijd,cust_lju6adqc,2000,good_standing,2024-10-12,2024-10-12
clh_ox1m52st,cust_m3v3dqju,1000,initial_approval,2023-07-05,2023-07-05
clh_td2smxyp,cust_m3v3dqju,1000,annual_review,2024-06-25,2024-06-25
clh_8ooi4lkx,cust_5t0fw5jd,500,initial_approval,2024-04-09,2024-04-09
clh_alm4d3em,cust_aaua551s,1500,initial_approval,2022-02-09,2022-02-09
clh_db9dult9,cust_tosrf04f,500,initial_approval,2023-02-22,2023-02-22
clh_jorhm489,cust_tosrf04f,2000,good_standing,2023-05-24,2023-05-24
clh_3zqt8uc1,cust_p07hzq8o,1500,initial_approval,2022-08-27,2022-08-27
clh_nh5kmbg2,cust_1ivzou1w,1000,initial_approval,2024-10-26,2024-10-26
clh_69fcn39n,cust_f1iinsm4,2000,initial_approval,2022-12-06,2022-12-06
clh_70qccla0,cust_f1iinsm4,1500,annual_review,2023-10-30,2023-10-30
clh_g8u2cmhu,cust_3dpxal6r,500,initial_approval,2023-03-27,2023-03-27
clh_f2vcxowj,cust_v19547kp,500,initial_approval,2023-11-24,2023-11-24
clh_zp7zemns,cust_v19547kp,1000,good_standing,2024-06-02,2024-06-02
clh_qxdusv5m,cust_0jj4ugg6,1000,initial_approval,2024-12-26,2024-12-26
clh_bx0oqmui,cust_d2cz3ixl,500,initial_approval,2022-07-06,2022-07-06
clh_19h74tat,cust_fa2u5qh1,2000,initial_approval,2024-06-21,2024-06-21
clh_nge8qdzu,cust_n8mmesu7,500,initial_approval,2024-01-20,2024-01-20
clh_gwod0ao5,cust_qsejwska,2000,initial_approval,2022-10-06,2022-10-06
clh_8cnuqafy,cust_ulgi0jug,2000,initial_approval,2023-01-16,2023-01-16
clh_tyvcztut,cust_ulgi0jug,1500,annual_review,2023-08-26,2023-08-26
clh_u9df5zox,cust_lr7193q1,2000,initial_approval,2023-11-30,2023-11-30
clh_evketw0d,cust_lr7193q1,2000,annual_review,2024-09-22,2024-09-22
clh_dsxh4070,cust_dehnsb02,500,initial_approval,2023-10-06,2023-10-06
clh_8qaxdd6z,cust_29xhnmin,1000,initial_approval,2022-05-19,2022-05-19
clh_jk4zxqte,cust_29xhnmin,1000,requested_increase,2022-12-11,2022-12-11
clh_xkm50kiv,cust_ptoubmmz,2000,initial_approval,2023-03-14,2023-03-14
clh_836t8v8b,cust_0ewayaj5,1000,initial_approval,2024-02-09,2024-02-09
clh_478gkpyl,cust_o2s1w0xl,2000,initial_approval,2024-04-02,2024-04-02
clh_5hzwsdtx,cust_i1mcy249,2000,initial_approval,2022-11-17,2022-11-17
clh_e5qdignt,cust_ffo48ea1,2000,initial_approval,2023-09-07,2023-09-07
clh_49txdea9,cust_k0sornc1,1000,initial_approval,2024-07-26,2024-07-26
clh_ynv74av5,cust_taqvo6ib,1000,initial_approval,2024-10-14,2024-10-14
clh_b81j7h22,cust_0pr72pvk,500,initial_approval,2024-08-27,2024-08-27
clh_1ust8gtz,cust_7gfm9nra,2000,initial_approval,2023-09-10,2023-09-10
clh_txbqg14n,cust_7gfm9nra,1500,annual_review,2024-03-30,2024-03-30
clh_e5wj7giz,cust_x0ley2wz,1000,initial_approval,2022-08-29,2022-08-29
clh_atal3ahb,cust_0gkcpopx,1000,initial_approval,2022-03-28,2022-03-28
clh_dlmehaar,cust_ukbh3gk1,2000,initial_approval,2023-03-21,2023-03-21
clh_nr52tzq3,cust_n01jppqp,1000,initial_approval,2024-03-18,2024-03-18
